Product name,description,SKU code,Regular Price,Sale Price,Stock quantity,weight,height,Related product,Short description,parameters,parameter price,Image URL,Meta title SEO,Meta Keyword,Meta Description,Categories,Date
CW1355 Clover Chocolate Mould,"<p><iframe allowfullscreen="""" frameborder=""0"" height=""169"" src=""https://www.youtube.com/embed/xDdoW5TWpHc?rel=0&controls=0&showinfo=0"" width=""300""></iframe></p><p style=""font-size: 12px;""> </p><p style=""font-size: 12px;""><strong style=""font-size: 12px;"">Shape: </strong><span style=""font-size: 12px;"">Clover</span></p><p><strong style=""font-size: 12px;"">Ref: </strong><span style=""font-size: 12px;"">CW1355</span><br /><strong style=""font-size: 12px;"">Weight: </strong><span style=""font-size: 12px;"">9 gr</span><br /><strong style=""font-size: 12px;"">Model dimensions:</strong><span style=""font-size: 12px;""> </span><span style=""font-size: 12px;"">27 x 27 x 11mm</span><br /><strong style=""font-size: 12px;"">Cavities: </strong><span style=""font-size: 12px;"">3 x 8 pc</span><br /><strong style=""font-size: 12px;"">Mould dimensions:</strong><span style=""font-size: 12px;""> 275 x 135 x 24mm</span><br /><strong style=""color: rgb(64, 29, 21); font-family: Arial, Helvetica, sans-serif; font-size: 12px; line-height: 16.7999992370605px;"">Material:</strong><span style=""color: rgb(64, 29, 21); font-family: Arial, Helvetica, sans-serif; font-size: 12px; line-height: 16.7999992370605px;""> Polycarbonate</span><br /><strong style=""font-size: 11.9999990463257px; color: rgb(64, 29, 21); font-family: Arial, Helvetica, sans-serif; line-height: 16.7999992370605px;"">Country:</strong><span style=""font-size: 11.9999990463257px; color: rgb(64, 29, 21); font-family: Arial, Helvetica, sans-serif; line-height: 16.7999992370605px;""> Belgium</span></p>",,30,0,28,0.2,0," CW1669 Square w/ Leaf Chocolate Mould by Maria Cienfuegos, CW1612 Cocoa Pod Bar with Leaf, CW1006 Butterfly Chocolate Mould, CW1745 Two Segment Bar w/ Flower Pattern Chocolate Mould",Clover chocolate mould; 12g per piece; 24 pieces per mould,,0, http://www.savourschool.com.au/source/Product/27201505211635714383319362575.jpg,CW1355 Clover Chocolate Mould - Savour Chocolate & Patisserie School,"chocolate moulds, chocolate mould, chocolate, polycarbonate chocolate moulds, how to make chocolate, chocolate molds, making chocolate, make chocolate, using chocolate moulds, chocolate moulds australia, chocolate moulds sydney, chocolate moulds perth, chocolate making supplies, chocolate molds, clover chocolate mould",9g per piece; 24 pieces per mould. The cheapest price on polycarbonate chocolate moulds delivered quickly throughout Australia or around the globe.," Chocolate Moulds -> Shapes, Figures & Objects, Chocolate Moulds -> New Moulds",02/07/2015
Recalibratable Cooking Digital Thermometer,<p><strong>Display Resolution :</strong> 0.1°<br /><strong>Accuracy :</strong> ± 0.5°C (between -20°C &+150°C)<br /><strong>Functions: </strong>Maxi-Mini - Data Hold<br /><strong>Stainless steel piercing probe: </strong>120 mm<br /><strong>Cable: </strong>100 cm<br />Manual in several languages.<br />In blister packaging </p>,,82.95,0,112,0.25,0," so good.. Issue 5, 6L Chocolate Melting Tank, CW1693 Cars Chocolate Mould, Isomalt 200g",Hand-held Recalibratable Cooking Digital Thermometer with digital display and probe,,0, http://www.savourschool.com.au/source/Product/87201504920635719529604900547.jpg,Recalibratable Cooking Digital Thermometer - Savour Chocolate & Patisserie School,"digital thermometer, cooking thermometer, digital thermometer cooking, digital thermometer probe, digital cooking thermometer, digital thermometers, buy digital thermometer, best digital thermometer, wireless digital thermometer",Hand-held Recalibratable Cooking Digital Thermometer with digital display and probe. Delivered quickly throughout Australia or around the globe.," Equipment -> General, Gift Guide -> Under $100",08/07/2015
so good.. Issue 14,"<p> </p><p><strong>Number of pages:</strong> 304<br /><span style=""font-size: 12px;""><strong>Measures: </strong>230 x 297 cm<br /><strong>Language: </strong>English</span><br /><strong style=""font-size: 11.9999990463257px;"">Features of so good.. Issue 14 include:</strong></p><ul style=""margin: 1em 0px 0px; padding-right: 0px; padding-left: 0px; border: 0px; outline: 0px; font-size: 12.1599998474121px; font-family: Arial, Helvetica, sans-serif; vertical-align: baseline; list-style: none; line-height: 1.5; color: rgb(51, 51, 51);""><li style=""margin: 0px 0px 0px 5px; padding: 0px; border: 0px; outline: 0px; font-weight: inherit; font-style: inherit; font-size: 12.1599998474121px; font-family: inherit; vertical-align: baseline;""><strong style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; font-style: inherit; font-size: 12.1599998474121px; font-family: inherit; vertical-align: baseline;"">albert adrià</strong>, la dolça, ticket’s sweetest ring </li><li style=""margin: 0px 0px 0px 5px; padding: 0px; border: 0px; outline: 0px; font-weight: inherit; font-style: inherit; font-size: 12.1599998474121px; font-family: inherit; vertical-align: baseline;""><strong style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; font-style: inherit; font-size: 12.1599998474121px; font-family: inherit; vertical-align: baseline;"">rené frank</strong>, a pinch of madness and a high dose of good sense </li><li style=""margin: 0px 0px 0px 5px; padding: 0px; border: 0px; outline: 0px; font-weight: inherit; font-style: inherit; font-size: 12.1599998474121px; font-family: inherit; vertical-align: baseline;""><strong style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; font-style: inherit; font-size: 12.1599998474121px; font-family: inherit; vertical-align: baseline;"">scott green</strong>, nice, balanced, possible… happy  </li><li style=""margin: 0px 0px 0px 5px; padding: 0px; border: 0px; outline: 0px; font-weight: inherit; font-style: inherit; font-size: 12.1599998474121px; font-family: inherit; vertical-align: baseline;""><strong style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; font-style: inherit; font-size: 12.1599998474121px; font-family: inherit; vertical-align: baseline;"">angelo musa</strong>, the thrice-crowned king  </li><li style=""margin: 0px 0px 0px 5px; padding: 0px; border: 0px; outline: 0px; font-weight: inherit; font-style: inherit; font-size: 12.1599998474121px; font-family: inherit; vertical-align: baseline;""><strong style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; font-style: inherit; font-size: 12.1599998474121px; font-family: inherit; vertical-align: baseline;"">gustaf mabrouk</strong> & <strong style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; font-style: inherit; font-size: 12.1599998474121px; font-family: inherit; vertical-align: baseline;"">hans ovando</strong>, knocking borders down </li><li style=""margin: 0px 0px 0px 5px; padding: 0px; border: 0px; outline: 0px; font-weight: inherit; font-style: inherit; font-size: 12.1599998474121px; font-family: inherit; vertical-align: baseline;""><strong style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; font-style: inherit; font-size: 12.1599998474121px; font-family: inherit; vertical-align: baseline;"">damien piscioneri</strong>, bright, luxurious, refined </li><li style=""margin: 0px 0px 0px 5px; padding: 0px; border: 0px; outline: 0px; font-weight: inherit; font-style: inherit; font-size: 12.1599998474121px; font-family: inherit; vertical-align: baseline;""><strong style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; font-style: inherit; font-size: 12.1599998474121px; font-family: inherit; vertical-align: baseline;"">william curley</strong>, classical refinement </li><li style=""margin: 0px 0px 0px 5px; padding: 0px; border: 0px; outline: 0px; font-weight: inherit; font-style: inherit; font-size: 12.1599998474121px; font-family: inherit; vertical-align: baseline;""><strong style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; font-style: inherit; font-size: 12.1599998474121px; font-family: inherit; vertical-align: baseline;"">futoshi hashimoto</strong>, enclose every flavor the ingredient has </li><li style=""margin: 0px 0px 0px 5px; padding: 0px; border: 0px; outline: 0px; font-weight: inherit; font-style: inherit; font-size: 12.1599998474121px; font-family: inherit; vertical-align: baseline;""><strong style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; font-style: inherit; font-size: 12.1599998474121px; font-family: inherit; vertical-align: baseline;"">antonio bachour</strong>, shockwave </li><li style=""margin: 0px 0px 0px 5px; padding: 0px; border: 0px; outline: 0px; font-weight: inherit; font-style: inherit; font-size: 12.1599998474121px; font-family: inherit; vertical-align: baseline;""><strong style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; font-style: inherit; font-size: 12.1599998474121px; font-family: inherit; vertical-align: baseline;"">nicolas jordan</strong>, ice cream at the center of discourse </li><li style=""margin: 0px 0px 0px 5px; padding: 0px; border: 0px; outline: 0px; font-weight: inherit; font-style: inherit; font-size: 12.1599998474121px; font-family: inherit; vertical-align: baseline;""><strong style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; font-style: inherit; font-size: 12.1599998474121px; font-family: inherit; vertical-align: baseline;"">jean-marie auboine</strong>, ‘I want my customers to continue experiencing ...’ </li><li style=""margin: 0px 0px 0px 5px; padding: 0px; border: 0px; outline: 0px; font-weight: inherit; font-style: inherit; font-size: 12.1599998474121px; font-family: inherit; vertical-align: baseline;""><strong style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; font-style: inherit; font-size: 12.1599998474121px; font-family: inherit; vertical-align: baseline;"">philippe rigollot</strong>, with studied simplicity </li><li style=""margin: 0px 0px 0px 5px; padding: 0px; border: 0px; outline: 0px; font-weight: inherit; font-style: inherit; font-size: 12.1599998474121px; font-family: inherit; vertical-align: baseline;""><strong style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; font-style: inherit; font-size: 12.1599998474121px; font-family: inherit; vertical-align: baseline;"">brian campbell</strong>, feeling the land on the plate </li><li style=""margin: 0px 0px 0px 5px; padding: 0px; border: 0px; outline: 0px; font-weight: inherit; font-style: inherit; font-size: 12.1599998474121px; font-family: inherit; vertical-align: baseline;""><strong style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; font-style: inherit; font-size: 12.1599998474121px; font-family: inherit; vertical-align: baseline;"">yann menguy</strong>, the peaceful evolution </li><li style=""margin: 0px 0px 0px 5px; padding: 0px; border: 0px; outline: 0px; font-weight: inherit; font-style: inherit; font-size: 12.1599998474121px; font-family: inherit; vertical-align: baseline;""><strong style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; font-style: inherit; font-size: 12.1599998474121px; font-family: inherit; vertical-align: baseline;"">tetyana verbytska</strong>, cultivating ukrainian haute patisserie </li><li style=""margin: 0px 0px 0px 5px; padding: 0px; border: 0px; outline: 0px; font-weight: inherit; font-style: inherit; font-size: 12.1599998474121px; font-family: inherit; vertical-align: baseline;""><strong style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; font-style: inherit; font-size: 12.1599998474121px; font-family: inherit; vertical-align: baseline;"">philippe segond</strong>, ‘for the french, pastry is a full-fledged art’ </li><li style=""margin: 0px 0px 0px 5px; padding: 0px; border: 0px; outline: 0px; font-weight: inherit; font-style: inherit; font-size: 12.1599998474121px; font-family: inherit; vertical-align: baseline;""><strong style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; font-style: inherit; font-size: 12.1599998474121px; font-family: inherit; vertical-align: baseline;"">jérôme chaucesse</strong>, ‘to obtain the title, you have to ...’ </li><li style=""margin: 0px 0px 0px 5px; padding: 0px; border: 0px; outline: 0px; font-weight: inherit; font-style: inherit; font-size: 12.1599998474121px; font-family: inherit; vertical-align: baseline;""><strong style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; font-style: inherit; font-size: 12.1599998474121px; font-family: inherit; vertical-align: baseline;"">christophe renou</strong>, ‘this distinction is not an outcome but ...’ </li><li style=""margin: 0px 0px 0px 5px; padding: 0px; border: 0px; outline: 0px; font-weight: inherit; font-style: inherit; font-size: 12.1599998474121px; font-family: inherit; vertical-align: baseline;""><strong style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; font-style: inherit; font-size: 12.1599998474121px; font-family: inherit; vertical-align: baseline;"">julien boutonnet</strong>, ‘I decided to take courses in sophrology ...’ </li><li style=""margin: 0px 0px 0px 5px; padding: 0px; border: 0px; outline: 0px; font-weight: inherit; font-style: inherit; font-size: 12.1599998474121px; font-family: inherit; vertical-align: baseline;""><strong style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; font-style: inherit; font-size: 12.1599998474121px; font-family: inherit; vertical-align: baseline;"">tidbits</strong></li><li style=""margin: 0px 0px 0px 5px; padding: 0px; border: 0px; outline: 0px; font-weight: inherit; font-style: inherit; font-size: 12.1599998474121px; font-family: inherit; vertical-align: baseline;""><strong style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; font-style: inherit; font-size: 12.1599998474121px; font-family: inherit; vertical-align: baseline;"">yoshihiro narisawa</strong>, japan, epicenter of all things </li><li style=""margin: 0px 0px 0px 5px; padding: 0px; border: 0px; outline: 0px; font-weight: inherit; font-style: inherit; font-size: 12.1599998474121px; font-family: inherit; vertical-align: baseline;""><strong style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; font-style: inherit; font-size: 12.1599998474121px; font-family: inherit; vertical-align: baseline;"">alex atala</strong>, brazilian spokesman </li><li style=""margin: 0px 0px 0px 5px; padding: 0px; border: 0px; outline: 0px; font-weight: inherit; font-style: inherit; font-size: 12.1599998474121px; font-family: inherit; vertical-align: baseline;""><strong style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; font-style: inherit; font-size: 12.1599998474121px; font-family: inherit; vertical-align: baseline;"">grant achatz</strong>, blurring the lines between sweet and savory </li><li style=""margin: 0px 0px 0px 5px; padding: 0px; border: 0px; outline: 0px; font-weight: inherit; font-style: inherit; font-size: 12.1599998474121px; font-family: inherit; vertical-align: baseline;""><strong style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; font-style: inherit; font-size: 12.1599998474121px; font-family: inherit; vertical-align: baseline;"">juan mari</strong> & <strong style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; font-style: inherit; font-size: 12.1599998474121px; font-family: inherit; vertical-align: baseline;"">elena arzak</strong>, sweet sensationalism </li><li style=""margin: 0px 0px 0px 5px; padding: 0px; border: 0px; outline: 0px; font-weight: inherit; font-style: inherit; font-size: 12.1599998474121px; font-family: inherit; vertical-align: baseline;""><strong style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; font-style: inherit; font-size: 12.1599998474121px; font-family: inherit; vertical-align: baseline;"">benoît violier</strong>, best of both worlds </li><li style=""margin: 0px 0px 0px 5px; padding: 0px; border: 0px; outline: 0px; font-weight: inherit; font-style: inherit; font-size: 12.1599998474121px; font-family: inherit; vertical-align: baseline;""><strong style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; font-style: inherit; font-size: 12.1599998474121px; font-family: inherit; vertical-align: baseline;"">la fabrique givrée</strong>, subzero cuisine </li><li style=""margin: 0px 0px 0px 5px; padding: 0px; border: 0px; outline: 0px; font-weight: inherit; font-style: inherit; font-size: 12.1599998474121px; font-family: inherit; vertical-align: baseline;""><strong style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; font-style: inherit; font-size: 12.1599998474121px; font-family: inherit; vertical-align: baseline;"">biagio settepani</strong>, the soul of new york’s pastry </li></ul>",,39.95,0,58,1.675,0," so good.. Issue 13, Rose Silicon Mould 24 indents - PX039","So Good.. edition 14 is a biannual publication from Spain, written in English, and aimed at professionals of sweet and savoury pastry, chocolate and desserts.",,0," http://www.savourschool.com.au/source/Product/8720150136635719572969470860.jpg, http://www.savourschool.com.au/source/Product/8720150151635719573115896641.jpg, http://www.savourschool.com.au/source/Product/8720150159635719573194959141.jpg",so good.. Issue 14 - Savour Chocolate & Patisserie School,"so good magazine, dessert cook books, healthy dessert recipes, easy desserts, cooking books, dessert recipes, simple dessert recipes, chocolate desserts, cake recipes, dessert cookbooks, cook books, cake recipes easy, so good","So Good.. magazine, edition 13 is a biannual publication from Spain, written in English, and aimed at professionals of sweet and savoury pastry, chocolate and desserts."," Books, Gift Guide -> Under $50",08/07/2015
100 Sticks for Ice Cream Mini Classic Silicon Mould,"<p>100 sticks for the mini classic silicon mould, perfect for making gelato or unique shaped petit gateaux.</p>",,6.95,0,50,0.215,0," Patty Pans Brown 250 Pack, Rose Silicon Mould 24 indents - PX039, Ice Cream Mini Classic Silicon Moulds, 2 Trays + 100 Sticks","100 sticks for the mini classic silicon mould, perfect for making gelato or unique shaped petit gateaux.",,0, http://www.savourschool.com.au/source/Product/97201505939635720399791853672.jpg,100 Sticks for Ice Cream Mini Classic Silicon Mould - Savour Chocolate & Patisserie School,"ice cream sticks, silicon mould, silicon mould, silicon moulds, pavoni, pavoni silicon moulds, chocolate making supplies, cake decorating supplies, cake making supplies, chocolate moulds, cake supplies, chocolate moulds australia, baking supplies,",Savour has a wide range of cooking equipment including silicon mats and silicon moulds. Delivered quickly throughout Australia or around the globe.," Packaging, Back in Stock",09/07/2015
Callebaut Salted Caramel Crispearls 800g,"<h1> </h1><h1 style=""font-size: 23.52px; color: rgb(51, 51, 51); font-family: Helvetica, Arial, sans-serif; margin: 0px; line-height: 23.52px;""><span style=""font-size: 11.99px; line-height: 19px; color: rgb(34, 34, 34); font-family: Arial, Verdana, sans-serif;"">Use Callebaut Salted Caramel Crispearls to add a delightful chocolate crunch touch to your pastries, desserts and pralines.</span></h1><p style=""font-size: 11.99px;""><strong>Flavour Profile:</strong> Tiny, shiny pearls in caramel chocolate with a crunchy toasted cereal centre</p><p style=""font-size: 11.99px;""><strong>Weight: </strong>800g</p><p style=""font-size: 11.99px;""><em>This is one of the standard chocolate products used at Savour Chocolate and Patisserie School.</em></p><p style=""font-size: 11.99px;""><em><span style=""font-size: 11px;"">Please note that chocolate is susceptible to high temperatures. While we take every care in packaging items to mail, we cannot guarantee that they will arrive undamaged during warmer months. Shipping any temperature sensitive items between September and April is at the risk of the custmer.</span></em></p>",,38.5,0,999,0.82,0," Callebaut Dark Crispearls 800g, Callebaut White Crispearls 800g, Callebaut Milk Crispearls 800g, Callebaut Strawberry Crispearls 800g","Shiny pearls of cereal coated with Callebaut Salted Caramel chocolate. Add a delightful chocolate crunch touch to your pastries, desserts and pralines.",,0, http://www.savourschool.com.au/source/Product/97201503916635720423567312657.jpg,Callebaut Salted Caramel Crispearls 800g - Savour Chocolate & Patisserie School,"callebaut,milk chocolate,couverture chocolate,chocolate, callebaut, callebaut australia, callebaut milk crispearls, crispearls, milk crispearls","Shiny pearls of cereal coated with Calleabaut Salted Caramel chocolate. Add a delightful chocolate crunch touch to your pastries, desserts and pralines. Delivered quickly throughout Australia or around the globe."," Ingredients -> Cocoa Products, Decorating and Garnishing -> Garnishes, Ingredients -> Flavoured Callebaut & Cacao Barry Chocolate",09/07/2015
Red Berry Round Jelly Decorations,"<p> </p><p>Round jelly decorations to be used for decorations for petit gateaux, tarts, verrines and more.<br /><strong>Flavour:</strong> Red Berries</p>",,6,0,0,0.25,0," Square Verrines Cups 10 Pack, Round Verrines Cups 10 Pack, St Honore Piping Tip","Round jelly decorations to be used for decorations on petit gateaux, tarts, verrines and more.",,0," http://www.savourschool.com.au/source/Product/9720150433635720497834812657.jpg, http://www.savourschool.com.au/source/Product/9720150128635720544887029454.jpg",Red Berry Round Jelly Decorations - Savour Chocolate & Patisserie School,"chocolate making supplies, cake decorating supplies, cake making supplies, chocolate moulds, cake supplies, chocolate moulds australia, baking supplies, making chocolate, cake decorating, piping bags,","Round jelly decorations to be used for decorations for petit gateaux, tarts, verrines and more. Delivered quickly throughout Australia or around the globe.", AAAA DEACTIVATED,09/07/2015
Mango Round Jelly Decorations,"<p><strike><strong><span style=""font-size:16px;"">WA</span></strong></strike><strike><strong><span style=""font-size:16px;"">S $6.00</span></strong></strike></p><p><span style=""color:#ff0000;""><strong><span style=""font-size:16px;"">NOW $4.00</span></strong></span></p><p> </p><p><span style=""font-size: 11.9999990463257px;"">Round jelly decorations to be used for decorations for petit gateaux, tarts, verrines and more.</span><br style=""font-size: 11.9999990463257px;"" /><strong style=""font-size: 11.9999990463257px;"">Flavour:</strong><span style=""font-size: 11.9999990463257px;""> Mango</span></p>",,6,4,0,0.25,0," Round Nylon Cutters, Square Verrines Cups 10 Pack, Round Verrines Cups 10 Pack","Round jelly decorations to be used for decorations on petit gateaux, tarts, verrines and more.",,0, http://www.savourschool.com.au/source/Product/97201505117635720502773923985.jpg,Mango Round Jelly Decorations - Savour Chocolate & Patisserie School,"chocolate making supplies, cake decorating supplies, cake making supplies, chocolate moulds, cake supplies, chocolate moulds australia, baking supplies, making chocolate, cake decorating, piping bags,","Round jelly decorations to be used for decorations for petit gateaux, tarts, verrines and more. Delivered quickly throughout Australia or around the globe.", AAAA DEACTIVATED,09/07/2015
Aluminium Perforated Baking Tray FULL 600×400mm,"<p style=""font-size: 11.99px;""><span style=""font-size: 12px;"">Perfect for creating baked goods and tarts if used in conjunction with the Medium Demarle® Silpain baking mat, it promotes even heat circulation and browning of pastry,breads, pies, choux pastry and tarts.</span></p><p style=""font-size: 11.99px;""><strong>Dimensions</strong>: 600×400mm</p><div> </div>",,45,0,0,0.545,0," Aluminium  Perforated Baking Tray 3/4  530×325mm, Entremet Rectangle 300 x 100 x 45 S/S","Perforated Baking Tray 600×400mm. Perfect for creating baked goods and tarts if used in conjunction with the Medium Demarle® Silpain baking mat, it promotes even heat circulation and browning of pastry and breads.",,0, http://www.savourschool.com.au/source/Product/97201502826635720525067703282.jpg,Perforated Baking Tray 600×400mm - Savour Chocolate & Patisserie School,"baking trays, perforated baking trays, demarle silpain, baking trays, perforated baking tray, aluminium tray, chocolate making supplies, cake decorating supplies, cake making supplies, chocolate moulds, cake supplies, chocolate moulds australia","Perforated Baking Tray 600×400mm. Perfect for creating baked goods and tarts if used in conjunction with the Medium Demarle® Silpain baking mat, it promotes even heat circulation and browning of pastry and breads.", AAAA DEACTIVATED,09/07/2015
OUT OF DATE Callebaut Kumabo 80% 2.5kg Callets,"<p style=""font-size: 11.9999990463257px;""><strong style=""font-size: 12px;"">This chocolate is 4 to 9 months out of date</strong><br /><span style=""font-size: 12px;"">This Callebaut Belgian Dark Couverture with 80% cocoa solids is made with the finest cocoa beans sourced from around the world, natural vanilla and 100% pure cocoa butter.</span></p><p style=""font-size: 11.9999990463257px;""><em>This is one of the standard chocolate products used at Savour Chocolate and Patisserie School.</em></p><p style=""font-size: 11.9999990463257px;""><strong>Reference:</strong> CHD-H8047KMBNV</p><p style=""font-size: 11.9999990463257px;""><strong>Flavour Profile:</strong> <span style=""font-size: 11.9999990463257px;"">Extra bitter chocolate with strong fruity taste and red tea aroma</span></p><p style=""font-size: 11.9999990463257px;""><strong>Cacao solids: </strong>80%</p><p style=""font-size: 11.9999990463257px;""><strong>Weight:</strong> 2.5kg</p><p style=""font-size: 11.9999990463257px;""><span style=""font-size: 8px;"">Please Note: that chocolate is susceptible to high temperatures. While we take every care in packaging items to mail, we cannot guarantee that they will arrive undamaged during warmer months. Shipping any temperature sensitive items between September and April is at the risk of the buyer.</span></p>",,20,0,2,1.025,0," Callebaut Paillete Feulletin 500g (Wafers), Callebaut Madagascar Origin 67% - 2.5kg Callets, Callebaut Java Origin 32% - 2.5kg Callets","This Belgian White Couverture with 80% cocoa solids is made with the finest cocoa beans sourced from around the world, natural vanilla and 100% pure cocoa butter.",,0, http://www.savourschool.com.au/source/Product/147201502822635724773022646797.jpg,OUT OF DATE Callebaut Kumabo 80% 2.5kg Callets - Savour Chocolate & Patisserie School,"callebaut,dark chocolate,couverture chocolate,chocolate, callebaut, callebaut australia, callebaut dark chocolate callets, dark couverture, callebaut dark chocolate,callebaut callets,best dark chocolate, belgium chocolate",Callebaut Kumabo 80% 2.5kg Chocolate is the finest Belgium couverture callets. Savour has the cheapest price on Callebaut chocolate delivered quickly throughout Australia or around the globe., AAAA DEACTIVATED,14/07/2015
OUT OF DATE Cacao Barry Venezuela Origine 72% 1kg Pistoles,"<p style=""font-size: 12.222222328186px;""><strong style=""font-size: 12px;"">This chocolate is 2 to 3 years out of date</strong></p><p style=""font-size: 12.222222328186px;""><span style=""font-size: 11.9999990463257px;"">This dark couverture with 72% cocoa solids is made with the finest cocoa beans from Venezuela, natural vanilla and 100% pure cocoa butter.</span></p><p style=""font-size: 11.9999990463257px;"">It is ideal for moulded chocolates, glazes, ganaches, mousses, candies, interiors, biscuits, sauces, decorations, ice creams and sorbets.</p><p style=""font-size: 11.9999990463257px;""><em>This is one of the standard chocolate products used at Savour Chocolate and Patisserie School.</em></p><p style=""font-size: 11.9999990463257px;""><strong>Flavour Profile: </strong>A hint of bitterness marks this chocolate with fruity and acidic overtones.</p><p style=""font-size: 11.9999990463257px;""><strong>Cacao solids: </strong>72% </p><p style=""font-size: 11.9999990463257px;""><strong>Weight: </strong>1kg</p><p style=""font-size: 11.9999990463257px;""><img alt="""" src=""/source/ckfinder/files/Cacao-Barry-Venezuela.jpg"" style=""width: 200px; height: 200px;"" /></p><p style=""font-size: 11.9999990463257px;""><span style=""font-size: 8px;"">Please Note: that chocolate is susceptible to high temperatures. While we take every care in packaging items to mail, we cannot guarantee that they will arrive undamaged during warmer months. Shipping any temperature sensitive items between September and April is at the risk of the buyer.</span></p>",,7,0,0,1.09,0,,"This Cacao Barry dark couverture with 72% cocoa solids is made with the finest cocoa beans from Venezuela, natural vanilla and 100% pure cocoa butter.",,0, http://www.savourschool.com.au/source/Product/147201504051635724780515410469.jpg,OUT OF DATE Cacao Barry Venezuela Origine 72% 1kg Pistoles - Savour Chocolate & Patisserie School,"cacao barry,dark chocolate,couverture chocolate,chocolate, cacao barry, callebaut australia, cacao barry dark chocolate callets, dark couverture, cacao barry dark chocolate,cacao barry callets,best dark chocolate, 70 dark chocolate","This Cacao Barry dark couverture with 72% cocoa solids is made with the finest cocoa beans from Venezuela, natural vanilla and 100% pure cocoa butter. Savour has the cheapest price on Cacao Barry chocolate delivered quickly throughout Australia or around the globe.", AAAA DEACTIVATED,14/07/2015
OUT OF DATE Callebaut Equador Origin 70% 2.5kg Callets,"<p style=""font-size: 11.9999990463257px;""><strong style=""font-size: 12px;"">This chocolate is 3 to 4 years out of date</strong></p><p style=""font-size: 11.9999990463257px;"">This Dark Couverture with 70% cocoa solids is made with the finest cocoa beans from Equador, natural vanilla and 100% pure cocoa butter.</p><p style=""font-size: 11.9999990463257px;"">A dark chocolate with a very strong aroma, Equador gives impressions of angelica and liquorice. Also very spicy. The first taste impressions are vegetal and rich in spices, with impressions of angelica and liquorice once more. The mild, sweet taste of banana predominates in the finish, followed by a touch of freshness.</p><p style=""font-size: 11.9999990463257px;""><em>This is one of the standard chocolate products used at Savour Chocolate and Patisserie School.</em></p><p style=""font-size: 11.9999990463257px;""><strong>Flavour Profile: </strong>Natural hints of garden angelica, liquorice and banana</p><p style=""font-size: 11.9999990463257px;""><strong>Cacao solids: </strong>70% </p><p style=""font-size: 11.9999990463257px;""><strong>Weight: </strong>2.5kg</p><p style=""font-size: 11.9999990463257px;""><img alt="""" src=""/source/ckfinder/files/Callebaut-Ecuador-Origin-Chocolate-Chocolizer.jpg"" style=""width: 200px; height: 200px;"" /></p><p style=""font-size: 11.9999990463257px;""><span style=""font-size: 8px;"">Please Note: that chocolate is susceptible to high temperatures. While we take every care in packaging items to mail, we cannot guarantee that they will arrive undamaged during warmer months. Shipping any temperature sensitive items between September and April is at the risk of the buyer.</span></p>",,5,0,0,2.525,0,,"This Callebaut origin dark couverture with 70% cocoa solids is made with the finest cocoa beans from Equador, natural vanilla and 100% pure cocoa butter.",,0, http://www.savourschool.com.au/source/Product/147201504746635724784663418282.jpg,OUT OF DATE Callebaut Equador Origin 70% 2.5kg Callets - Savour Chocolate & Patisserie School,"callebaut,dark chocolate,couverture chocolate,chocolate, callebaut, callebaut australia, callebaut dark chocolate callets, dark couverture, callebaut dark chocolate,callebaut callets,best dark chocolate, callebaut origin, callebaut ecuador",This Callebaut origin dark couverture with 70% cocoa solids is made with the finest cocoa beans from Equador. Savour has the cheapest price on Callebaut chocolate delivered quickly throughout Australia or around the globe., AAAA DEACTIVATED,14/07/2015
